proceedsFromRepurchaseOfEquity,-177000000,-199000000,-175000000,-216000000,-196000000,-150000000,50000000,90000000,71000000,78000000,63000000,-445000000,55000000,-187000000,-919000000,-890000000,-1242000000,-702000000,-677000000,-681000000
proceedsFromSaleOfTreasuryStock,,,,,,,,,,,,,,,,,,,,
changeInCashAndCashEquivalents,543000000,166000000,1911000000,2016000000,-198000000,3783000000,2017000000,2141000000,-4288000000,1820000000,2998000000,2582000000,61000000,1938000000,-430000000,-619000000,-5442000000,548000000,-1395000000,
changeInExchangeRate,,,,,,,,,,,,,,,,,,,,
netIncome,453000000,1111000000,1685000000,1750000000,-106000000,965000000,1768000000,1957000000,-3347000000,4792000000,2676000000,2329000000,3093000000,2662000000,2849000000,2584000000,3453000000,1895000000,2081000000,1127000000
freeCashflow,1496000000.0,763000000.0,583000000.0,11000000.0,902000000.0,1617000000.0,2265000000.0,2182000000.0,-1017000000.0,3697000000.0,3087000000.0,2407000000.0,1622000000.0,3932000000.0,2973000000.0,1589000000.0,841000000.0,1748000000.0,2026000000.0,944000000.0
startPeriod,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30
endPeriod,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
stockHigh,119.22,112.9,115.03,123.63,125.31,119.24,111.52,171.98,178.01,169.99,219.59,214.93,220.24,233.72,220.83,209.39,191.6,193.71,197.8,192.98
stockLow,89.89,94.19,92.65,101.16,111.78,82.0,88.35,108.62,155.25,154.76,167.6,182.12,177.13,192.74,165.34,160.11,154.87,173.33,166.15,150.54
stockAverage,108.58,105.92,104.01,114.25,118.42,103.99,99.54,144.72,168.75,161.73,199.48,197.79,202.89,212.48,182.91,189.67,172.93,183.26,177.79,172.71
