,2014-02-02,2014-05-04,2014-08-03,2014-11-02,2015-02-01,2015-05-03,2015-08-02,2015-11-01,2016-01-31,2016-05-01,2016-07-31,2016-10-30,2017-01-29,2017-04-30,2017-07-30,2017-10-29,2018-02-04,2018-05-06,2018-08-05,2018-11-04,2019-02-03,2019-05-05,2019-08-04,2019-11-03,2020-02-02,2020-05-03,2020-08-02,2020-11-01,2021-01-31,2021-05-02,2021-08-01,2021-10-31,2022-01-30,2022-05-01,2022-07-31,2022-10-30,2023-01-29,2023-04-30,2023-07-30,2023-10-29
Total Assets,"3,472","3,671","10,262","10,491","10,697","10,532","9,988","10,515","10,777","51,407","49,752","49,966","49,617","49,849","49,942","54,418","54,544","54,936","50,372","50,124","72,110","70,916","69,767","67,493","81,006","81,548","79,298","75,933","76,972","75,524","75,880","75,570","73,224","71,719","71,326","73,249","72,976","71,667","71,595","72,861"
Accounts Payable,257,274,459,515,452,501,501,617,523,985,"1,127","1,261","1,047",925,"1,158","1,105",816,836,785,811,738,759,996,855,985,"1,230","1,092",836,898,830,968,"1,086","1,078","1,069",712,998,923,831,992,"1,210"
Current Debt,1,0,46,46,46,46,46,46,46,344,334,454,0,0,0,117,117,117,117,0,"3,537","3,537","3,537","2,787","2,311",819,822,827,864,278,279,290,300,302,304,440,"1,115","1,117","1,119","1,608"
Other Current Liabilities,106,142,435,455,347,359,405,456,293,"1,322","1,267","1,363","1,075","1,127","1,060","1,307","1,037","1,171","1,285","1,527","4,074","4,207","3,749","3,257","4,443","4,552","4,788","4,708","4,932","5,328","5,254","4,905","4,909","5,539","5,686","5,614","5,445","5,563","5,234","4,587"
Total Current Liabilities,364,416,940,"1,016",845,906,952,"1,119",862,"2,651","2,728","3,078","2,122","2,052","2,218","2,529","1,970","2,124","2,187","2,338","8,349","8,503","8,282","6,899","7,739","6,601","6,702","6,371","6,694","6,436","6,501","6,281","6,287","6,910","6,702","7,052","7,483","7,511","7,345","7,405"
Long-Term Debt,1,0,"5,472","5,463","5,454","4,852","3,915","3,826","3,892","14,664","13,381","13,188","13,562","13,567","13,572","17,431","17,475","17,481","17,487","17,493","34,104","34,011","34,028","30,011","42,407","45,044","43,201","40,235","41,068","40,160","40,178","39,440","39,205","39,164","39,191","39,075","38,167","38,194","38,222","37,621"
Other Long-Term Liabilities,115,101,752,769,770,713,840,856,902,"11,330","11,139","11,824","11,923","11,887","11,448","11,272","6,018","3,264","3,246","3,636","6,433","6,230","5,954","5,613","6,464","5,933","5,810","5,426","5,211","4,962","4,834","4,860","4,738","4,655","4,530","4,413","4,016","3,955","3,949","3,847"
Total Long-Term Liabilities,116,101,"6,224","6,232","6,224","5,565","4,755","4,682","4,794","25,994","24,520","25,012","25,485","25,454","25,020","28,703","23,493","20,745","20,733","21,129","40,537","40,241","39,982","35,624","48,871","50,977","49,011","45,661","46,279","45,122","45,012","44,300","43,943","43,819","43,721","43,488","42,183","42,149","42,171","41,468"
Total Liabilities,480,517,"7,164","7,248","7,069","6,471","5,707","5,801","5,656","28,645","27,248","28,090","27,607","27,506","27,238","31,232","25,463","22,869","22,920","23,467","48,886","48,744","48,264","42,523","56,610","57,578","55,713","52,032","52,973","51,558","51,513","50,581","50,230","50,729","50,423","50,540","49,666","49,660","49,516","48,873"
Total Debt,2,0,"5,518","5,509","5,500","4,898","3,961","3,872","3,938","15,008","13,715","13,642","13,562","13,567","13,572","17,548","17,592","17,598","17,604","17,493","37,641","37,548","37,565","32,798","44,718","45,863","44,023","41,062","41,932","40,438","40,457","39,730","39,505","39,466","39,495","39,515","39,282","39,311","39,341","39,229"
Debt Growth,-33.33%,-,183833.33%,-,274900.00%,-,-28.22%,-29.72%,-28.40%,206.41%,246.25%,252.32%,244.39%,-9.60%,-1.04%,28.63%,29.72%,29.71%,29.71%,-0.31%,113.97%,113.37%,113.39%,87.49%,18.80%,22.14%,17.19%,25.20%,-6.23%,-11.83%,-8.10%,-3.24%,-5.79%,-2.40%,-2.38%,-0.54%,-0.56%,-0.39%,-0.39%,-0.72%
Common Stock,"1,622","1,694","1,875","2,009","2,131","2,319","2,403","2,547","2,699","18,659","18,926","19,241","19,504","19,869","20,180","20,505","20,851","24,305","23,291","23,285","23,081","22,288","21,619","25,081","24,500","24,073","23,688","23,982","24,080","24,045","24,126","24,330","23,083","21,078","20,990","21,159","21,119","20,826","20,855","21,099"
Retained Earnings,"1,377","1,467","1,230","1,284","1,546","1,791","1,927","2,240","2,495","1,116",619,-215,-337,-311,-245,-129,"5,132","7,868","4,267","3,487",259,0,0,0,0,0,0,0,0,0,320,748,0,0,0,"1,604","2,371","1,363","1,178","2,682"
Comprehensive Income,-7,-7,-7,-50,-49,-49,-49,-73,-73,-73,-72,-134,-134,-133,-133,-91,-82,-106,-106,-115,-116,-116,-116,-140,-132,-131,-131,-108,-107,-106,-106,-116,-115,-115,-114,-54,-180,-182,46,207
Shareholders' Equity,"2,992","3,154","3,098","3,243","3,628","4,061","4,281","4,714","5,121","19,702","19,473","18,892","19,033","19,425","19,802","20,285","25,901","32,067","27,452","26,657","23,224","22,172","21,503","24,941","24,368","23,942","23,557","23,874","23,973","23,939","24,340","24,962","22,968","20,963","20,876","22,709","23,310","22,007","22,079","23,988"
Net Cash / Debt,"1,110","1,278","-4,241","-3,905","-2,931","-2,390","-2,607","-2,050","-1,769","-12,967","-11,754","-10,545","-10,026","-9,113","-8,123","-6,344","-10,516","-9,411","-13,468","-13,201","-32,548","-32,220","-32,103","-27,743","-38,274","-36,656","-35,166","-33,444","-32,380","-30,920","-29,352","-27,567","-29,286","-30,461","-29,518","-27,099","-26,635","-27,758","-27,286","-25,040"
Net Cash / Debt Growth,-3.31%,5.10%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,4.35,4.95,-16.83,-14.30,-10.54,-8.42,-9.08,-7.45,-6.12,-31.25,-28.05,-24.99,-22.84,-20.62,-18.25,-17.72,-24.69,-21.01,-30.54,-31.06,-77.68,-76.35,-76.80,-66.69,-91.13,-87.90,-83.33,-78.88,-75.65,-72.07,-68.42,-64.26,-68.27,-71.84,-68.65,-70.02,-62.09,-65.01,-63.90,-58.64
Working Capital,"1,495","1,618","2,900","2,819","3,253","3,170","2,217","2,640","3,109","4,036","3,320","4,047","5,228","6,416","7,725","13,294","9,250","10,350","6,508","6,769","2,255","2,174","2,616","3,018","4,370","7,621","6,979","5,524","7,606","7,809","9,135","10,305","9,054","7,900","8,859","11,452","11,353","10,360","10,988","13,442"
Book Value Per Share,12.02,12.57,12.29,12.92,14.23,15.74,16.16,17.08,18.49,50.26,49.17,47.35,47.70,48.20,48.65,49.35,63.17,76.17,63.84,64.70,57.91,55.85,54.03,63.14,61.23,59.71,58.45,58.95,58.90,58.53,59.22,60.44,55.75,51.38,51.55,55.12,55.77,53.03,53.46,57.80
