,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
incomeBeforeTax,162000000,-679000000,-389000000,169000000,147000000,18000000,125000000,517000000,353000000,507000000,1257000000,1841000000,2613000000,3664000000,2464000000,3597000000,3963000000,2774000000,3026000000,2020000000
incomeTaxExpense,22000000,23000000,19000000,26000000,42000000,2000000,21000000,186000000,83000000,69000000,115000000,223000000,292000000,346000000,205000000,305000000,276000000,261000000,323000000,167000000
interestAndDebtExpense,174723000,157453000,171979000,185000000,170000000,169000000,170000000,163000000,351000000,99000000,75000000,126000000,71000000,61000000,44000000,53000000,33000000,29000000,28000000,38000000
netIncomeFromContinuingOperations,1442900000,-667645000,-389262000,150000000,1391000000,68000000,129000000,369000000,2066000000,464000000,1178000000,1659000000,2343000000,3280000000,2269000000,3331000000,3707000000,2539000000,2614000000,1878000000
comprehensiveIncomeNetOfTax,123000000,-729000000,-379000000,29000000,189000000,-61000000,177000000,496000000,508000000,218000000,1205000000,1532000000,2255000000,3214000000,1832000000,2827000000,4268000000,2649000000,2518000000,1571000000
ebit,337000000,-521000000,-217000000,354000000,317000000,187000000,295000000,680000000,599000000,606000000,1332000000,1967000000,2684000000,3725000000,2508000000,3650000000,3996000000,2803000000,3054000000,2058000000
ebitda,910273000,23729000,498065000,432000000,450000000,792000000,894000000,1393000000,1193000000,1215000000,1993000000,2765000000,3554000000,4483000000,3386000000,4644000000,4890000000,3710000000,3553000000,3318000000
netIncome,140000000,-702000000,-408000000,143000000,105000000,16000000,104000000,331000000,270000000,438000000,1142000000,1618000000,2321000000,3318000000,2259000000,3292000000,3687000000,2513000000,2703000000,1853000000
startPeriod,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30
endPeriod,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
stockHigh,25.3,23.47,19.74,17.74,29.02,64.6,68.5,167.5,232.2,300.13,260.26,266.33,414.5,402.67,384.29,314.67,275.57,217.65,276.99,299.29
stockLow,16.52,16.96,11.8,14.07,14.95,23.37,29.76,66.92,126.37,179.83,182.33,206.82,254.53,233.33,206.86,216.17,108.24,101.81,152.37,212.36
stockAverage,21.5,20.11,15.56,15.65,21.51,41.34,53.51,116.96,169.21,251.27,217.02,234.87,333.92,311.36,275.13,278.63,190.53,173.91,199.09,256.95
