proceedsFromSaleOfTreasuryStock,,,,,,,,,,,,,,,,,,,,
changeInCashAndCashEquivalents,392000000,1117000000,2616000000,6091000000,3021000000,4870000000,6758000000,9426000000,5660000000,2183000000,12254000000,11064000000,2191000000,-1363000000,-1326000000,2138000000,-80000000,-3261000000,17398000000,
changeInExchangeRate,,,,,,,,,,,,,,,,,,,,
netIncome,6882000000,2429000000,2616000000,6091000000,7349000000,4902000000,5178000000,7846000000,11219000000,9497000000,10394000000,9194000000,10285000000,7465000000,6687000000,4395000000,4653000000,5709000000,7788000000,11583000000
freeCashflow,3317000000.0,5471000000.0,4983000000.0,5775000000.0,4983000000.0,7443000000.0,622000000.0,6140000000.0,9427000000.0,7970000000.0,8635000000.0,9776000000.0,12735000000.0,8635000000.0,4624000000.0,317000000.0,5468000000.0,7156000000.0,11093000000.0,13859000000.0
startPeriod,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30
endPeriod,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
stockHigh,165.88,174.3,198.88,208.66,208.93,224.2,245.19,304.67,297.38,299.71,358.14,384.33,353.83,343.44,236.86,183.85,142.39,208.09,289.79,326.2
stockLow,123.02,128.56,160.84,175.66,173.09,137.1,150.83,218.47,254.82,244.61,288.61,334.5,299.5,185.82,154.25,134.12,88.09,122.28,206.77,274.38
stockAverage,145.09,158.58,182.71,190.26,193.27,196.4,207.82,257.34,273.96,268.91,319.96,360.3,332.04,251.76,193.9,162.48,117.71,169.62,245.55,301.08
